recipe_title,subcategory,ingredients,directions,num_ingredients,num_steps,est_prep_time_min,est_cook_time_min,dietary_profile,healthiness_score,health_level
Egg and Cheese Breakfast Biscuit Bombs,Bacon Recipes,"[""3 slices bacon"", ""8 large eggs,"", ""1/8 teaspoon salt"", ""1/8 teaspoon black pepper"", ""1/4 cup white sugar"", ""3/4 teaspoon ground cinnamon"", ""1 (16.3-ounce) can refrigerated flaky sweet Hawaiian biscuits"", ""1 (4 ounce) block Cheddar cheese,"", ""1 tablespoon butter"", ""1/2 cup confectioners sugar"", ""1 teaspoons water""]","[""Preheat the oven to 375 degrees F (190 degrees C). Line a baking sheet with parchment."", ""Cook bacon in a large skillet over medium heat, turning occasionally, until browned and crisp, 5 to 8 minutes. Drain bacon on paper towels. Crumble bacon when cool enough to handle. Pour off grease, reserving 1 tablespoon in the skillet."", ""Place skillet with bacon grease back over medium-low heat. Whisk eggs, salt, and pepper together in a bowl; pour into skillet. Cook, without stirring, until eggs begin to set on the bottom and around the edges, about 20 seconds. Lift and fold partially cooked eggs so the uncooked portion flows underneath. Continue to cook until fully set but still glossy and moist, 2 to 3 minutes; stir in bacon. Transfer to a plate to cool."", ""Stir white sugar and 1/2 teaspoon cinnamon together in a small bowl. Split biscuit dough portions in half horizontally to get 16 portions. Roll each out into a 4-inch circle. Sprinkle cinnamon-sugar mixture over each circle. Spoon about 1 1/2 tablespoons egg mixture into the center of each; top each with 1 cheese cube. Carefully wrap edges of dough around filling to enclose and seal. If needed, roll balls with hands to ensure dough is sealed."", ""Arrange balls, seam side down, on the prepared baking sheet. Brush tops of balls with melted butter."", ""Bake in the preheated oven until deep golden brown, 15 to 20 minutes. Transfer baking sheet to a wire rack; let cool 15 minutes before serving."", ""Meanwhile, whisk together confectioner's sugar, water, and remaining 1/4 teaspoon cinnamon to make a thin glaze. Drizzle over bombs.""]",11,7,31,68,"[""gluten_free"", ""nut_free""]",50,moderate
Loaded Smashed Potato Salad,Bacon Recipes,"[""1 1/2 pounds potatoes"", ""1/4 cup olive oil"", ""1/2 teaspoon ground black pepper"", ""1/4 teaspoon salt"", ""1/4 cup sour cream"", ""2 cloves garlic, minced"", ""2 teaspoons cider vinegar"", ""1/2 teaspoon white sugar"", ""1/4 cup heddar cheese blend"", ""4 slices bacon"", ""2 tablespoons green onions"", ""paprika to taste""]","[""Gather all ingredients. Line a rimmed baking sheet with foil and drizzle with 2 tablespoons olive oil."", ""Place potatoes in a 3-quart saucepan and add enough water to cover potatoes by 2 inches. Bring to a boil over high heat; reduce heat to medium. Simmer until tender, 12 to 15 minutes. Drain well and arrange in an even layer on the prepared baking sheet."", ""Preheat the oven to 425 degrees F (220 degrees C)."", ""Using the bottom of a measuring cup or drinking glass, smash each potato to 1/4- to 1/2-inch thickness, taking care not to fully break them apart. Drizzle with 1 tablespoon olive oil and sprinkle with 1/4 teaspoon pepper, and salt."", ""Roast potatoes until beginning to crisp on the bottoms, 25 to 30 minutes."", ""Meanwhile, whisk together sour cream, remaining 1 tablespoon olive oil, garlic, vinegar, sugar, and remaining 1/4 teaspoon pepper."", ""Turn potatoes and continue roasting until bottoms are crispy, about 15 minutes more."", ""Spoon half of the sour cream mixture onto the center of a serving platter and spread out to an even layer. Top with the crisp smashed potatoes, arranging them in a pile. Evenly spoon the remaining sour cream mixture over the potatoes and top with cheese, bacon, green onions, and a sprinkle of paprika.""]",12,8,29,95,"[""gluten_free"", ""nut_free""]",62,moderate
Creamy Banana Pepper Bacon Chicken,Bacon Recipes,"[""5 slices bacon, chopped"", ""4 boneless skinless chicken breasts, pounded to an even thickness"", ""1 teaspoon kosher salt"", ""1/2 teaspoon freshly ground black pepper"", ""1/2 teaspoon garlic powder"", ""1/2 red onion, thinly sliced"", ""1/2 cup sliced banana peppers"", ""2 tablespoons brine from banana pepper jar"", ""1 cup heavy cream"", ""1/2 cup feta cheese, plus more for garnish"", ""chopped fresh parsley for garnish (Optional)""]","[""Cook bacon in a large skillet over medium heat, until crisp, stirring often. Remove bacon from skillet and set aside, leaving drippings in the pan. Increase heat to medium-high."", ""Season chicken evenly with salt, pepper, and garlic powder and add them to the hot skillet. Cook, undisturbed until chicken is browned and easily releases from the pan, about 5 minutes. Flip the chicken and cook, 2 to 3 more minutes. Remove chicken from skillet and set aside, keep warm."", ""Add onion, banana peppers, and brine to the skillet and cook, stirring constantly, until onion softens. Pour in heavy cream and bring to a simmer. Return chicken to skillet along with any juices that have accumulated. Reduce heat to medium-low and simmer until chicken is cooked through and mixture thickens slightly, 5 to 7 minutes."", ""Transfer chicken to serving dish and stir feta cheese into the skillet. Remove from heat and spoon creamy pepper mixture and sauce over chicken. Top with reserved bacon and garnish with additional feta and parsley if desired.""]",11,4,27,93,"[""gluten_free"", ""nut_free""]",74,moderate
Café Tropical Burrito,Bacon Recipes,"[""2 strips bacon"", ""1 patty frozen hashbrown"", ""2 eggs"", ""1/4 cup shredded Cheddar and Swiss cheese mixture"", ""salt and freshly ground black pepper"", ""1 (12-Inch) flour tortilla""]","[""Gather all ingredients."", ""Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned and crisp, about 10 minutes."", ""Drain most of the bacon grease out of the skillet. Add hashbrown patty to the remaining hot bacon grease and fry over medium heat until hot, crispy, and golden brown, about 5 minutes. You can also use canola or grapeseed oil instead of bacon grease"", ""Meanwhile, pour beaten eggs into a nonstick pan or flat top; let cook undisturbed until the bottom of the eggs begins to firm, 1 to 2 minutes. Stir in Cheddar and Swiss cheese and season with salt and pepper."", ""Cook and stir until eggs are nearly set, light, and fluffy, 3 to 4 minutes more."", ""While eggs are cooking, heat tortilla on the stovetop until lightly browned and warm."", ""To assemble the burrito, place hashbrown patty onto the tortilla. Top with scrambled eggs and bacon. Fold two sides of the burrito to the center, roll up, and serve.""]",6,7,25,76,"[""nut_free""]",56,moderate
Carbonara Beans,Bacon Recipes,"[""4 slices bacon,"", ""2 cloves garlic"", ""1/4 cup white wine"", ""1/2 cup whipping cream"", ""1/2 cup plus 2 tablespoons Pecorino Romano or Parmesan cheese"", ""1/4 teaspoon black pepper, plus more for garnish"", ""2 (14.5 ounce) cans cannellini beans"", ""fresh parsley, for garnish""]","[""Gather all ingredients."", ""Cook bacon in a large skillet over medium heat until browned and crispy, about 5 minutes. Add garlic and cook 30 seconds more."", ""Add wine and simmer until reduced by half, about 3 minutes.."", ""Add cream and bring just to a simmer. Stir in the 1/2 cup cheese, salt, and cracked black pepper; continue cooking until lightly thickened, stirring often, about 3 minutes."", ""Add beans and heat through, about 2 minutes."", ""Sprinkle with additional cracked black pepper, remaining 2 tablespoons cheese, and parsley.""]",8,6,16,67,"[""gluten_free"", ""nut_free""]",70,moderate
Creamy Brie and Bacon Pasta,Bacon Recipes,"[""8 ounces fettuccini, or other pasta"", ""4 slices bacon"", ""1 onion"", ""4 ounces sliced mushrooms"", ""2 teaspoons minced garlic"", ""1 1(8 ounce) Brie cheese, rind removed"", ""1/3 cup sun-dried tomatoes"", ""salt and freshly ground black pepper to taste"", ""chopped fresh parsley or fresh basil""]","[""Bring a large pot of salted water to a rolling boil. Add fettuccini and cook, stirring occasionally, until al dente, about 12 to 13 minutes, or your preferred doneness. Drain, reserving 1/2 cup pasta water; set aside."", ""Meanwhile, place bacon in a large skillet over medium heat and cook on both sides until brown and crisp, about 5 minutes. Remove bacon to drain on paper towels, leaving fat in skillet. Break into bite-sized pieces when cool enough to handle."", ""Add onion and mushrooms to skillet with bacon fat, stirring occasionally, and saute until lightly caramelized, about 5 minutes. Add garlic, and saute for about 30 seconds to a minute."", ""Cut Brie into small cubes and add to the skillet, stirring to melt and combine. Add enough pasta water to form a smooth sauce, and stir in sun dried tomatoes."", ""Add cooked fettuccini to skillet, toss to combine, and season with salt and pepper. Sprinkle with cooked bacon, garnish with parsley or basil, and serve immediately.""]",9,5,24,45,"[""nut_free""]",56,moderate
Goat Cheese Stuffed Dates,Bacon Recipes,"[""14 Medjool dates"", ""4 ounces garlic and herb goat cheese"", ""1 tablespoon pine nuts"", ""7 slices bacon"", ""14 toothpicks"", ""1/4 cup balsamic glaze""]","[""Preheat the oven to 400 degrees F (200 degrees C). Line a baking sheet with parchment paper."", ""Using a paring knife, cut each date lengthwise through to the middle and remove pit. Stuff each date with goat cheese, then press 4 to 5 pine nuts into the cheese. Wrap each date with a piece of bacon and secure with a toothpick. Bacon should wrap around each date about 1 1/2 times. Place on the prepared baking sheet."", ""Bake in the preheated oven until bacon is nearly done, 15 to 17 minutes."", ""Turn on the broiler and place a rack 6 inches from heat. Broil dates until bacon is browned and slightly crispy, 1 to 2 minutes. Remove from oven and place on a serving platter; drizzle dates with balsamic glaze.""]",6,4,16,54,"[""gluten_free"", ""nut_free""]",66,moderate
Apple Pecan and Bacon Salad with Maple Vinaigrette,Bacon Recipes,"[""1/4 cup apple cider vinegar"", ""3 tablespoons maple syrup"", ""2 tablespoons olive oil"", ""salt and freshly ground black pepper to taste"", ""1 pinch apple pie spice""]","[""For vinaigrette, add vinegar, maple syrup, olive oil, salt, pepper, and apple pie seasoning to a glass jar with a tight-fitting lid; cover and shake to combine."", ""Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels."", ""Combine mixed greens with red delicious apple, Granny Smith apple, and onion in a large bowl. Top with pecans and havarti cheese. Drizzle with vinaigrette and serve immediately.""]",5,3,14,24,"[""gluten_free""]",68,moderate
Spaghetti Squash Carbonara,Bacon Recipes,"[""1 large spaghetti squash (4 to 5 pounds)"", ""3 tablespoons olive oil"", ""salt to taste"", ""8 ounces pancetta"", ""2 arge egg yolks"", ""1/2 cup water"", ""1 tablespoon ground black pepper"", ""2 tablespoons unsalted butter"", ""1/2 cup Parmigiano Reggiano cheese, plus more for serving"", ""1/2 cup pecorino Romano cheese"", ""2 tablespoons Italian parsley""]","[""Preheat the oven to 400 degrees F (200 degrees C). Line a baking sheet with parchment."", ""Cut 1 inch off each end of squash. Carefully cut squash crosswise into 3 equal sections. Use a spoon to scrape out all the seeds."", ""Place squash pieces on the prepared baking sheet. Coat both sides of each section with 1 tablespoon olive oil. Generously season both sides with salt."", ""Roast in the preheated oven until squash is tender, and strands can be easily pulled apart, 1 to 2 hours. Separate strands with two forks into \""spaghetti.\"""", ""Meanwhile, cook pancetta in remaining 2 tablespoons olive oil until lightly browned, or as browned as you like, 5 to 10 minutes. Remove from heat; set aside."", ""Add egg yolks, water, and freshly ground black pepper to a large mixing bowl, and whisk thoroughly."", ""Transfer hot squash \""spaghetti\"" into the bowl, and add butter and cooked pancetta, along with all rendered fat in the pan. Toss thoroughly with forks until evenly mixed. If desired, reserve a tablespoon or two of cooked pancetta to garnish the top once the final dish is baked."", ""Add the Parmigiano and pecorino cheeses, and toss again. Taste for salt and add more if needed. Transfer into a shallow baking dish, and top with a little more grated Parmigiano Reggiano."", ""Return to the oven at 400 degrees F (200 degrees C) until heated through, about 15 minutes. To serve, scatter reserved pancetta over the top and sprinkle with a little more grated cheese and parsley.""]",11,9,29,76,"[""gluten_free"", ""nut_free""]",66,moderate
Red Lentil Chili,Chili,"[""2 tablespoons grapeseed oil"", ""2 carrots, chopped"", ""1 zucchini, cut into bite-sized pieces"", ""1 onion, chopped"", ""1 poblano pepper, chopped"", ""3 tablespoons chili powder, divided"", ""3 tablespoons cumin, divided"", ""1 tablespoon smoked paprika"", ""4 cloves garlic, minced"", ""1 fresh jalapeño pepper, seeded and diced"", ""2 tablespoons tomato paste"", ""2 (14.5 ounce) cans diced tomatoes with juice"", ""2 cups vegetable broth"", ""1 (15 ounce) can kidney beans, rinsed and drained"", ""1 (15 ounce) can black beans, rinsed and drained"", ""1 cup red lentils, rinsed and drained""]","[""Heat oil over medium heat in a Dutch oven. Add carrots, zucchini, onion, poblano pepper, 1 tablespoon chili powder, 1 tablespoon cumin, and smoked paprika. Cook until onion is soft and translucent, 3 to 4 minutes."", ""Remove zucchini from Dutch oven and set aside. Add garlic and jalapeño pepper to the vegetable mixture and stir to combine. Add tomato paste, 1 tablespoon chili powder, and 1 tablespoon cumin; stir for 2 to 3 minutes. Add diced tomatoes and vegetable broth, and bring to a boil. Once liquid boils, stir in kidney beans, black beans, and red lentils."", ""Reduce heat to medium-low, cover, leaving lid ajar, and simmer for 15 minutes. Season with remaining chili powder and cumin to taste."", ""Return zucchini to the pot and reduce heat to low. Cover and allow flavors to blend for about 20 minutes. Taste and adjust seasoning if needed.""]",16,4,30,73,"[""vegan"", ""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",96,healthy
Easy 5-Ingredient Chili,Chili,"[""1 pound lean ground beef"", ""1 (15-ounce can) tomato sauce"", ""1 (15 ounce) can kidney beans, drained"", ""1 (15 ounce) can chili beans, not drained"", ""2 tablespoons chili powder, or to taste"", ""salt and freshly ground black pepper to taste""]","[""Heat a large skillet over medium-high heat. Cook and stir ground beef in the hot skillet until browned and crumbly, 5 to 7 minutes."", ""Stir in kidney beans, chili beans, and tomato sauce. Bring to a boil and stir in chili powder. Reduce heat to a simmer, and cook, stirring occasionally, until thickened, about 15 minutes. Season to taste with salt and pepper.""]",6,2,16,55,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",76,moderate
The Best Vegetarian Chili in the World,Chili,"[""1 tablespoon olive oil"", ""½ medium onion, chopped"", ""2 tablespoons dried oregano"", ""1 tablespoon salt"", ""1 teaspoon ground cumin"", ""2 bay leaves"", ""2 stalks celery, chopped"", ""2 green bell peppers, chopped"", ""2 jalapeno peppers, chopped"", ""3 cloves garlic, chopped"", ""2 (4 ounce) cans chopped green chile peppers, drained"", ""2 (12 ounce) packages vegetarian burger crumbles"", ""3 (28 ounce) cans whole peeled tomatoes, crushed"", ""¼ cup chili powder"", ""1 tablespoon ground black pepper"", ""1 (15 ounce) can kidney beans, drained"", ""1 (15 ounce) can garbanzo beans, drained"", ""1 (15 ounce) can black beans"", ""1 (15 ounce) can whole kernel corn""]","[""Gather all ingredients."", ""Heat olive oil in a large pot over medium heat. Stir in onion and season with oregano, salt, cumin, and bay leaves. Cook and stir until onion is tender; stir in celery, green bell peppers, jalapeños, and garlic."", ""Add green chile peppers and cook until heated through. Stir in vegetarian burger crumbles; reduce heat to low, cover pot, and simmer for 5 minutes"", ""Stir in tomatoes; season with chili powder and black pepper. Stir in kidney beans, garbanzo beans, and black beans."", ""Bring to a boil, reduce heat to low, and simmer for 45 minutes."", ""Stir in the corn, and continue cooking for 5 minutes before serving."", ""Serve and enjoy.""]",19,7,39,104,"[""vegan"", ""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",88,healthy
Just Like Wendy's Chili,Chili,"[""2 tablespoons olive oil"", ""2 pounds ground beef"", ""2 stalks celery, chopped"", ""1 onion, chopped"", ""1 green bell pepper, chopped"", ""3 (14 ounce) cans stewed tomatoes"", ""1 (14 ounce) can tomato sauce"", ""1 (10 ounce) can diced tomatoes with green chiles (such as RO*TEL)"", ""1 cup water"", ""2 (1.25 ounce) packages chili seasoning (such as McCormick® Mild Chili Seasoning Mix)"", ""1 (14 ounce) can kidney beans, undrained"", ""1 (14 ounce) can pinto beans, undrained"", ""salt and ground black pepper to taste"", ""1 tablespoon white vinegar, or more to taste""]","[""Gather all ingredients."", ""Heat olive oil in a large pot over medium-high heat. Press ground beef into the hot oil to form one large patty; let the bottom brown, 8 to 10 minutes."", ""Stir and break browned beef into crumbles. Continue to cook until no longer pink, about 5 minutes longer."", ""Stir celery, onion, and bell pepper into beef and cook until onion is translucent, about 5 minutes."", ""Pour in stewed tomatoes, tomato sauce, diced tomatoes with green chiles, and water."", ""Break apart large chunks of stewed tomatoes."", ""Stir in chili seasoning. Stir in kidney and pinto beans. Season with salt and pepper."", ""Bring to a boil, then reduce heat to low, and simmer for 1 hour."", ""Mix vinegar into chili just before serving.""]",14,9,29,81,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",84,healthy
Homemade Chili,Chili,"[""2 tablespoons olive oil"", ""1 large onion, chopped"", ""2 cloves garlic, minced, or more to taste"", ""2 pounds lean ground beef"", ""2 (16 ounce) cans kidney beans, rinsed and drained"", ""1 (28 ounce) can diced tomatoes"", ""1 (15 ounce) can tomato purée"", ""1 cup water"", ""1 (4 ounce) can chopped green chile peppers"", ""2 tablespoons mild chili powder"", ""2 teaspoons salt"", ""2 teaspoons ground cumin"", ""1 teaspoon ground black pepper""]","[""Heat oil in a large skillet over medium-low heat. Add onion and garlic; cook and stir until onion is translucent, about 5 minutes. Add ground beef; cook and stir until browned, 8 to 10 minutes."", ""Transfer beef mixture to a 6-quart slow cooker. Stir in kidney beans, diced tomatoes, tomato purée, water, green chile peppers, chili powder, salt, cumin, and black pepper."", ""Cook on Low until flavors combine, 4 to 6 hours.""]",13,3,25,46,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",88,healthy
White Chili with Ground Turkey,Chili,"[""1 ½ pounds ground turkey"", ""1 onion, chopped"", ""3 cloves garlic, minced"", ""2 (4 ounce) cans canned green chile peppers, chopped"", ""1 tablespoon ground cumin"", ""1 tablespoon dried oregano"", ""1 teaspoon ground cinnamon"", ""ground cayenne pepper to taste"", ""ground white pepper to taste"", ""5 cups chicken broth"", ""3 (15 ounce) cans cannellini beans"", ""2 cups shredded Monterey Jack cheese""]","[""Gather all ingredients."", ""Combine ground turkey, onion, and garlic in a large pot over medium heat; cook and stir until turkey is browned, about 10 minutes."", ""Add chile peppers, cumin, oregano, cinnamon, cayenne pepper, and white pepper; cook and stir 5 more minutes."", ""Pour in chicken broth and 2 cans of cannellini beans."", ""Puree the remaining can of beans in a blender or food processor; stir into the soup and add cheese."", ""Simmer for 10 minutes, stirring occasionally, until cheese has blended into the soup. Serve and enjoy!""]",12,6,25,50,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",86,healthy
Butternut Squash Chili,Chili,"[""2 tablespoons olive oil"", ""1 cup yellow onion"", ""2 tablespoons tomato paste"", ""4 cloves garlic, minced"", ""2 cups vegetable broth"", ""1 cup green bell pepper"", ""2 cups butternut squash, cut into 1/2-inch cubes"", ""1 (14 ½ ounce) can diced tomatoes"", ""1 (14 ½ ounce) can fire roasted diced tomatoes"", ""1 tablespoon brown sugar"", ""1 tablespoon chili powder"", ""2 teaspoons ground cumin"", ""1/2 teaspoon crushed red pepper (optional)"", ""1 (15 ounce) can black beans, rinsed and drained"", ""1 pound cooked ground turkey or chicken (optional)"", ""1 teaspoon salt"", ""1/2 teaspoon ground black pepper""]","[""Gather ingredients."", ""Heat olive oil in a 4- to 5-quart Dutch oven over medium-high heat. Add onion and tomato paste; cook, stirring until tomato paste begins to darken and onion is tender, 4 to 5 minutes. Add garlic, stirring until fragrant, about 30 seconds."", ""Pour broth into Dutch oven. Add bell pepper, squash, diced tomatoes, and roasted tomatoes. Stir in brown sugar, chili powder, cumin, and crushed red pepper, if using. Cover, reduce heat to medium-low, and simmer until squash is tender, 20 to 25 minutes."", ""Add beans and ground meat (if using) to pot. Cover and simmer until flavors have developed, about 15 minutes. Season with salt and pepper."", ""Top with cheese, sour cream, cilantro, jalapenos, and avocado, as desired.""]",17,5,29,76,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",74,moderate
Fantastic Black Bean Chili,Chili,"[""1 tablespoon vegetable oil"", ""1 onion, diced"", ""2 cloves garlic, minced"", ""1 pound ground turkey"", ""3 (15 ounce) cans black beans, undrained"", ""1 (14.5 ounce) can crushed tomatoes"", ""1 ½ tablespoons chili powder"", ""1 tablespoon dried oregano"", ""1 tablespoon dried basil leaves"", ""1 tablespoon red wine vinegar""]","[""Heat oil in a large heavy pot over medium heat. Add onion and garlic; cook and stir until onion has softened and turned translucent, about 5 minutes."", ""Add turkey; cook and stir until browned and crumbly, 5 to 7 minutes."", ""Stir in beans, tomatoes, chili powder, oregano, basil, and vinegar. Reduce heat to low, cover, and simmer until flavors are well blended, about 1 hour.""]",10,3,19,58,"[""vegan"", ""gluten_free"", ""nut_free"", ""kosher""]",80,healthy
Chef John's Italian Sausage Chili,Chili,"[""1 tablespoon olive oil"", ""1 ¼ pounds hot Italian sausage, casings removed"", ""1 ¼ pounds mild Italian sausage, casings removed"", ""1 onion, chopped"", ""salt to taste"", ""2 tablespoons ancho chile powder"", ""1 teaspoon paprika"", ""1 teaspoon ground cumin"", ""1 teaspoon ground black pepper"", ""½ teaspoon chipotle chile powder"", ""½ teaspoon dried oregano"", ""2 ½ cups water, or as needed"", ""1 cup tomato puree"", ""2 (15 ounce) cans cannellini beans, drained and rinsed"", ""1 red bell pepper, diced"", ""1 green bell pepper, diced""]","[""Heat olive oil in a large pot over medium-high heat. Cook and stir hot and mild Italian sausage, onion, and a pinch of salt in hot oil until sausage is browned and crumbly, and most of the liquid is evaporated, about 10 minutes."", ""Stir in ancho chile powder, paprika, cumin, black pepper, chipotle chile powder, and oregano; sauté until fragrant, about 2 minutes."", ""Pour in water and tomato purée; bring to a simmer. Reduce heat to medium-low and cook at a steady simmer until sausage is tender, about 45 minutes. Add more water as needed and skim any fat that floats to the top."", ""Stir in beans and bell peppers. Simmer until vegetables are tender, about 30 minutes. Season with salt.""]",16,4,29,85,"[""vegan"", ""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",82,healthy
Incredibly Easy Vegetarian Chili,Chili,"[""1 tablespoon vegetable oil"", ""1 cup chopped onions"", ""¾ cup chopped carrots"", ""3 cloves garlic, minced"", ""1 cup chopped green bell pepper"", ""1 cup chopped red bell pepper"", ""¾ cup chopped celery"", ""1 tablespoon chili powder"", ""1 ½ cups chopped fresh mushrooms"", ""1 (28 ounce) can whole peeled tomatoes with liquid, chopped"", ""1 (19 ounce) can kidney beans with liquid"", ""1 (11 ounce) can whole kernel corn, undrained"", ""1 tablespoon ground cumin"", ""1 ½ teaspoons dried oregano"", ""1 ½ teaspoons dried basil""]","[""Heat oil in a large saucepan over medium heat. Sauté onions, carrots, and garlic in hot oil until tender. Add bell peppers, celery, and chili powder. Cook, stirring occasionally, until vegetables are tender, about 6 minutes."", ""Stir in mushrooms and cook until softened, about 4 minutes. Stir in tomatoes, kidney beans, and corn. Season with cumin, oregano, and basil. Bring to a boil, then reduce heat to medium. Cover and simmer for 20 minutes, stirring occasionally.""]",15,2,26,55,"[""vegan"", ""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",88,healthy
The Ultimate Chili,Chili,"[""1 pound lean ground beef"", ""salt and pepper to taste"", ""3 (15 ounce) cans dark red kidney beans"", ""3 (14.5 ounce) cans Mexican-style stewed tomatoes"", ""2 stalks celery, chopped"", ""1 red bell pepper, chopped"", ""¼ cup red wine vinegar"", ""2 tablespoons chili powder"", ""1 teaspoon ground cumin"", ""1 teaspoon dried parsley"", ""1 teaspoon dried basil"", ""1 dash Worcestershire sauce"", ""½ cup red wine""]","[""Cook and stir ground beef in a large skillet over medium-high heat until evenly browned, 5 to 7 minutes. Drain off grease, then season with salt and pepper."", ""Transfer beef to a slow cooker. Add kidney beans, tomatoes, celery, bell pepper, and vinegar. Season with chili powder, cumin, parsley, basil, and Worcestershire sauce. Stir to distribute ingredients evenly."", ""Cook on Low for 8 hours or High for 6 hours. Pour in wine during the last 2 hours.""]",13,3,23,60,"[""gluten_free"", ""nut_free"", ""kosher""]",76,moderate
To Die For Fettuccine Alfredo,Fettuccini,"[""24 ounces dry fettuccine pasta"", ""1 cup butter"", ""¾ pint heavy cream"", ""salt and pepper to taste"", ""1 dash garlic salt"", ""¾ cup grated Romano cheese"", ""½ cup grated Parmesan cheese""]","[""Gather all ingredients."", ""Bring a large pot of lightly salted water to a boil. Add fettuccine pasta and cook for 8 to 10 minutes or until al dente; drain."", ""Melt butter into cream in a large saucepan over low heat; add salt, pepper, and garlic salt."", ""Increase the heat to medium; stir in grated Romano and Parmesan cheese until melted and sauce has thickened."", ""Add cooked pasta to sauce and toss until thoroughly coated; serve immediately.""]",7,5,17,40,"[""nut_free"", ""halal"", ""kosher""]",54,moderate
Shrimp Fettuccine Alfredo,Fettuccini,"[""1 pound fettuccini pasta"", ""1 tablespoon butter"", ""1 pound cooked shrimp - peeled and deveined"", ""4 cloves garlic, minced"", ""1 cup half-and-half or heavy cream"", ""6 tablespoons grated Parmesan cheese"", ""1 tablespoon chopped fresh parsley"", ""salt to taste""]","[""Fill a large pot with lightly salted water and bring to a rolling boil. Cook fettuccine at a boil until tender yet firm to the bite, about 8 minutes. Drain."", ""Heat butter in a large skillet over medium heat. Cook and stir shrimp and garlic in butter for 1 minute. Pour in half-and-half; stir. Add Parmesan cheese, 1 tablespoon at a time, stirring constantly. Mix in parsley; season with salt. Simmer, stirring frequently, until sauce is thickened."", ""Stir fettuccine into sauce until evenly coated; serve hot.""]",8,3,21,41,"[""nut_free"", ""halal""]",50,moderate
Creamy Smoked Salmon Pasta,Fettuccini,"[""1 (16 ounce) package penne pasta"", ""6 tablespoons butter"", ""½ onion, finely chopped"", ""2 tablespoons all-purpose flour"", ""2 teaspoons garlic powder"", ""2 cups skim milk"", ""½ cup grated Romano cheese"", ""1 cup frozen green peas, thawed and drained"", ""½ cup canned mushrooms, drained"", ""10 ounces smoked salmon, chopped""]","[""Gather all ingredients."", ""Bring a large pot of lightly salted water to a boil. Add penne and cook, stirring occasionally, until tender yet firm to the bite, about 11 minutes; drain."", ""Melt butter in a large skillet over medium heat. Sauté onion in butter until tender, 2 to 3 minutes. Stir flour and garlic powder into onion."", ""Gradually stir in milk. Heat to just below boiling point, then gradually stir in cheese until sauce is smooth. Stir in peas and mushrooms; cook over low heat until warmed through, about 4 minutes."", ""Toss in smoked salmon and cook until heated through, about 2 minutes. Serve over pasta.""]",10,5,26,55,"[""nut_free"", ""halal"", ""kosher""]",58,moderate
Cajun Seafood Pasta,Fettuccini,"[""1 pound dry fettuccine pasta"", ""2 cups heavy whipping cream"", ""1 cup chopped green onions"", ""1 cup chopped parsley"", ""1 tablespoon chopped fresh basil"", ""1 tablespoon chopped fresh thyme"", ""2 teaspoons salt"", ""2 teaspoons ground black pepper or to taste"", ""1 ½ teaspoons crushed red pepper flakes or to taste"", ""1 teaspoon ground white pepper or to taste"", ""½ pound shrimp, peeled and deveined"", ""½ pound scallops"", ""½ cup shredded Swiss cheese"", ""½ cup grated Parmesan cheese""]","[""Fill a large pot with lightly salted water and bring to a rolling boil. Cook fettuccine at a boil until tender yet firm to the bite, about 8 minutes; drain pasta."", ""Meanwhile, pour cream into a large skillet. Cook over medium heat, stirring constantly, until just about boiling. Reduce heat and add green onions, parsley, basil, thyme, salt, black pepper, red pepper flakes, and white pepper. Simmer until thickened, 7 to 8 minutes."", ""Stir in shrimp and scallops. Cook until shrimp is no longer translucent."", ""Stir in cheeses, blending well."", ""Serve sauce over pasta."", ""Serve hot and enjoy!""]",14,6,27,67,"[""nut_free"", ""halal""]",60,moderate
